Emirhan Bodur#0701;;152246258055118848;;0;;1586507395
speechless at sunset ğŸ¥µ#1109;;167328242888474625;;1;;1593100095
á²¼á²¼á²¼á²¼á²¼#4826;;169436173968605184;;1;;1583252290
harryS#6355;;182759780496965632;;0;;1593007652
ram.#0511;;185286302080434177;;0;;1593007515
Ceramic#0001;;197342812839084032;;1;;1595410485
Rylan#1188;;229697153046544385;;0;;1590345081
Qrow#7606;;234389177410650112;;0;;1599320799
SkeletorAngel#2021;;239796794156908546;;1;;1592507412
mar.#1053;;245740935063797761;;0;;1592034409
Admin#9999;;246368987321991168;;1;;1596188489
Sie#1372;;254783436307431424;;1;;1594921291
anto#6666;;260541836613910529;;1;;1595408706
dyn#8920;;264058261538340864;;1;;1593699519
Jugg#0001;;264084299224055809;;0;;1586448817
9ICE nà¸ªà¹‡à¹‡à¹‡omy#0001;;269563427779772416;;0;;1585937845
Peachez#0001;;273182958263992321;;0;;1597576168
;))#3630;;273811986737790976;;0;;1586253012
bored#0142;;278626891366400021;;0;;1592058538
3n9k#0001;;279773016416714752;;0;;1579892210
BIGSCOTT#8029;;281373771133091841;;0;;1591370867
Cyber#6019;;281809499742928906;;0;;1591532791
Yam#0001;;281941937768890369;;1;;1598515874
juicyboi0193#4943;;286532533771042816;;0;;1597521450
VolitantStix#0001;;289100785730453504;;0;;1592032095
Steel#8657;;290274026738286593;;1;;1592852834
! YoutubeNaroğŸ­#0666;;290323277111492618;;0;;1586245334
Thief#0906;;295148899314827268;;1;;1592507376
MrBeast#0001;;295367604556660756;;0;;1594722881
GraceCarry#9730;;301083993049399309;;0;;1591370859
Tomato.xyz#5426;;303458896369156097;;1;;1581011538
TotallyKai#1655;;305049922871492610;;1;;1592510153
NotAnArtisticDoodler#7241;;305073777035968523;;1;;1594898724
EaZea2#8062;;306879566855536640;;0;;1593089495
Its me Rdm#9999;;308784697973145601;;1;;1585466880
0Zero#0069;;311403728982900737;;0;;1591370837
0so#0030;;312242324803420160;;0;;1586507338
Motion#9999;;312973712204890113;;1;;1593003876
Snkiky#1661;;315132342542794763;;1;;1581011562
devilness#8525;;315778807728439297;;0;;1594662981
!                           Cabo#8179;;316822270825857034;;0;;1598628668
HunterDK#9312;;317759378675728385;;0;;1585941685
prime#2020;;326399195638661121;;0;;1584809413
Rachel ^^#1179;;327420380723806208;;0;;1595407880
Yass.NLH#9999;;328965000028880907;;0;;1587670767
Supremacy#8389;;330092343992647712;;0;;1591524896
Frade#0001;;332592901718802446;;0;;1585932333
Ahmed#0006;;333507496524382210;;0;;1594741505
Clyde#1249;;333815751658176512;;0;;1590089385
sagely#7891;;337546360612061186;;0;;1594895788
Starkyy#5963;;338724630854500352;;1;;1593699491
HandRobuxs#5315;;340090226452070400;;1;;1592571729
Ribal#9999;;340570558766776325;;0;;1592057300
" PÎ±râ€ y#3112;;340972715978784770;;0;;1610123602
wee#7656;;342482994734563338;;0;;1593101108
JustğŸŒ™#0666;;351004586586275842;;0;;1585928626
!                           RÃ¸wy#2414;;352383657702588416;;0;;1597406832
Baracuda#2447;;353660887741104128;;1;;1595409694
I've left discord cya!#3994;;354721112816615425;;0;;1592034649
Aggressive.#2625;;358656747767988225;;0;;1585927470
! zJqran#0001;;361225531921924107;;1;;1594994106
Pure#1778;;361632963101851660;;1;;1579802228
Medacek#7836;;369124850213847041;;1;;1579895120
$itsmeitzderas#2005;;371036810341777408;;1;;1594893996
Phineas#1820;;371657207198253059;;0;;1594917311
â™¡CxrruptDreamâ™¡#7076;;371663431872282626;;0;;1592034394
csgod#1635;;374118802222350338;;0;;1582446381
Racks#1100;;375616448380534785;;-1;;1598703105
Vexy#9999;;377147673813450753;;0;;1594667378
Carder007#0007;;378955702598631444;;0;;1590345057
Cloudy#1111;;383764436235845634;;0;;1593433803
rip#0001;;386592198877249536;;0;;1592385231
Stable Naro#0001;;387042696167948295;;0;;1593425214
Kyzak#9295;;387667469986299914;;0;;1590343782
Mexz#8732;;389045085322477579;;0;;1583943784
Jasper.#0001;;389248886805364736;;1;;1594921346
Seanio#9976;;391536969114714113;;0;;1594996175
" XaRz [á´…á´€Ê€á´‹]#0666;;392040918229843979;;0;;1610123863
Maya#1285;;392379739513290752;;0;;1586502734
sa9#0666;;393144079703343104;;0;;1593167412
Kroberto#1234;;393406518722297857;;0;;1591956830
! land.#4523;;393793408310968320;;1;;1595951451
Hash â‹†#6191;;395074720753647628;;0;;1593098536
AJackson#4089;;395385897664643072;;0;;1592387583
& TH#1451;;395590182134611969;;0;;1597417571
"Ju$t.#0666;;395735161083527168;;0;;1586272463
Benoone Fun#6174;;397895566161346571;;1;;1594921302
Sie#0001;;399403881605365760;;1;;1594921132
chieoncrxck#3752;;399669632958464000;;0;;1594896800
TwitchKoodsu#0001;;403269102699020289;;1;;1592507423
! Ln Drama#8483;;403636094710579210;;0;;1590343750
Tina.#1821;;403685169405624330;;0;;1587059059
Photo#9246;;405816360946630656;;1;;1597572632
Retro Dude#5271;;407207520923287573;;1;;1593701627
Masher áµƒá¶°áµˆ#0001;;407327565850738718;;0;;1594739749
Stroke#7866;;409823410106138634;;0;;1593102085
Aybars#6923;;410142642752716821;;0;;1595407942
Ashley ğŸ­#9160;;414411035559329793;;0;;1593407776
J. Newman#3684;;417822964528971784;;0;;1595408079
SpoodTheDev#6969;;420300966907084802;;0;;1579893832
Tommyboy06#1309;;422741390636744704;;0;;1593699949
"Roxi.#2002;;423913363962331146;;0;;1594663410
Edison#1532;;424291404454297611;;1;;1594921314
Tokyo#9999;;424349318590234634;;0;;1590436978
eRR#1486;;426045025722433536;;0;;1593005721
dreamy#2021;;426492528351641600;;1;;1594921338
shion#0001;;428763222494019586;;1;;1593420284
808#0004;;429312248935219202;;0;;1592509466
Rovsahâš¡#8148;;431238521026510849;;1;;1592570636
zen#1234;;431271798555017216;;1;;1596188522
alecks#1000;;432185415420739585;;0;;1585301467
Waterytv#0023;;433996216213307392;;0;;1593421672
adyas#2815;;434370099282051073;;1;;1580930085
qRow#0010;;437215680610304010;;0;;1598696310
rock#7141;;438705896931983371;;0;;1610123783
Racks#2812;;446959324217081856;;0;;1592508161
PixelDart#9999;;448106940170764288;;1;;1594666123
DARKLORD GAMING#2930;;449861230786510848;;0;;1585932902
GyazoX#7961;;450981130305536032;;0;;1586274326
Zakria#2261;;451164940632457226;;0;;1591370119
RichardLOL#8542;;453167713939095553;;0;;1591370695
Jeo âœ#0006;;453782984127152149;;0;;1593846969
Serp#0865;;455929980665462785;;0;;1597568088
IzPrincipa á´°áµ á¶ áµ’Ê³ á´¬áµˆË¢#1970;;460075273929359370;;1;;1594719040
im a puppy#0001;;461848092023586816;;1;;1594719149
! Ninjaâ„¢#9587;;462938031725215746;;0;;1585507686
Melissa#8171;;463370167255302144;;0;;1579893789
Theblockbuster1#0001;;464318776167628810;;1;;1589828875
MadnesS#0888;;464854957997424660;;0;;1597576187
! Ã‰lite#0001;;466587751765114880;;0;;1593699765
!                         D#1142;;467754476871090186;;0;;1598639108
' â˜† RÃ¸hÃ®t â€ #6641;;468290451976486912;;0;;1595950232
! NitroGodğŸŒ™#5449;;469855553007517706;;0;;1585932578
Fune#5994;;472042170598293512;;0;;1585939680
! Maverick#1249;;474018472393834496;;0;;1590089277
RÃ©a ğŸ‘½#0666;;474884304363847705;;0;;1586264108
Dejwit#0733;;476781881833160706;;0;;1594994398
J ğŸ‡¬ğŸ‡§#6088;;477548947318112260;;0;;1591369589
giuly#2698;;478818545116119040;;0;;1587670438
! Dervi ğŸª#4999;;480090986232676364;;0;;1592047523
Steven Explains#0842;;481470551932534807;;0;;1592057066
ğ˜™ğ˜ºğ˜¢ğ˜¯#6969;;481598833197842432;;0;;1594723055
KING UNICO#0666;;482935367843184650;;0;;1581591903
chicken connoisseur#6941;;486200986273185822;;1;;1594899134
$JACK#6047;;486880380113256466;;0;;1581596603
fear#1111;;488334773110964234;;0;;1594915897
AX10#1971;;488483088846946304;;0;;1592389411
kenneth#7948;;489216125243097090;;0;;1581008877
REDĞ¯UM#9999;;489247070427938816;;0;;1585925942
Frozen Watermelon#5568;;490579322932035613;;1;;1582278581
Tempest#0002;;491964532319584275;;0;;1593700390
Berk#7614;;492406284780437504;;0;;1581009219
PepperJack#5759;;493491788489687042;;0;;1592034373
qrew#6666;;495660146752618516;;0;;1599320821
Snyro#8126;;499228583580139520;;0;;1592034382
bitch#0420;;499350077299621898;;0;;1593433820
SPEARF#9999;;503180315318288394;;0;;1586505110
BlueCaptainPR#7296;;504464939939790848;;0;;1581017623
Catalin Official âœ“ï¾‰Ë¡â±áµâ±áµ—#7029;;504646334293344286;;0;;1585931745
RÃ©spÃ©câ€ #0001;;507254484267827212;;0;;1598639140
Bacon#5420;;507951002658537482;;0;;1579802363
????????#7077;;509951385417154560;;0;;1590433266
peto pelinatti#2355;;510478334908694538;;0;;1584110353
! "Eganax But Delete#1234;;513267660222496779;;0;;1602181250
Elijah ğŸ‡#0666;;514251596431884298;;0;;1586272396
D86592#0001;;515866394122780672;;1;;1585508063
CryptiX#2021;;517056533406679050;;1;;1580930528
NEODY60MIUMğŸƒğŸ‘»ğŸ’€#7179;;518368406781820941;;1;;1592502009
alyson#4850;;520413108921958410;;0;;1594666741
_Unforgotten_#5753;;521301275581874216;;1;;1593846356
mars#7642;;522000594869944331;;1;;1597488226
SOOTIR#5321;;524967366564642827;;0;;1590436961
Giveday004#5876;;528422672275734568;;0;;1594894234
wavy#0001;;531076819173244941;;1;;1597846296
Moonlight#3938;;531112426301554688;;0;;1586272114
Mystical#7415;;531204016005185553;;1;;1584108465
ItaThi#5300;;534367197171023909;;0;;1593165145
Mazo#9415;;535189791315329034;;0;;1591524973
Turbold_YT Gaming#5596;;535318931460587540;;0;;1583050316
Ğ¼Ğ°Ñ€Ğ¸Ğ½Ğ¾Ğ²Ğ°Ğ½Ğ½Ñ‹Ğµ#9928;;535818437650284545;;0;;1593164692
Eclipse#1408;;536266330857537536;;1;;1594921328
awyru#6193;;536611983404040192;;0;;1597569616
xDojo#0345;;538082350454800433;;0;;1584980943
erayco_47#4270;;538108898733981698;;0;;1590439279
" ğğŸ’ğ¤ğŸ#3145;;539166636410929180;;0;;1590438453
Lord Bony Tenerbris#7706;;539921832833187857;;0;;1594991760
IzPrincipa#7516;;541630589531324436;;0;;1592032003
Ghost Hunter#1039;;542211533053362177;;0;;1587061165
liqÃºÃ¸r#0666;;542754690086207488;;0;;1585929174
Syn#5656;;543834190542667776;;1;;1581601229
Ch0chKa7aPr0Wee#5255;;544909724127330334;;1;;1582226635
Benzx1#0666;;544992582921355274;;1;;1580927416
TUTS#6246;;547792039358627851;;0;;1590086438
ArKan#6794;;553319269752897693;;0;;1594895334
Tixga#9949;;558380937809887242;;0;;1583055433
psychox#6969;;562011650467561502;;0;;1584108810
z04b#2048;;562757908853424128;;0;;1602179463
Strikerx#6550;;564307406788755476;;0;;1591370920
Charly ğŸˆ#6833;;564456019762085889;;0;;1586507282
kingol13#9199;;567323904843055147;;0;;1593700367
X_SuperGifter_X#2020;;567906204395765778;;1;;1579802316
Amal | Leader (NEW) D.M.A#4233;;570688738674343942;;0;;1591955322
Cybernetik#3699;;570728598202220555;;1;;1594921280
Kaido#6695;;574007875207430154;;0;;1589827763
Altitude#6379;;574859343187410976;;0;;1592509330
Alt > wuush#0157;;576516207893544988;;0;;1591955386
Daxor#3134;;577085908168343563;;1;;1596188549
AX10#4499;;577988659354271754;;0;;1598359614
Rain#2779;;578225716064419860;;0;;1591955196
SuperJS1#0001;;578277341118332928;;1;;1583252374
Im Mario#0671;;579358067276120069;;0;;1593431975
Minex#1905;;582132428064161793;;1;;1582278447
Survvz#6203;;584140812686721035;;0;;1599233747
danica#6716;;585908510265442327;;0;;1594666752
Floxy#2095;;586876842414309376;;0;;1585677409
MonsterKid#0001;;588394148659331072;;1;;1594898475
repify#0001;;589223631381463041;;0;;1579895639
Dirkâˆš#3041;;589464223214469151;;0;;1592057776
RetiredByPlagueSquad#1561;;589592468710752358;;0;;1586507809
angr#0069;;591012981165522945;;1;;1594899114
troublemostly#6663;;591959999320948737;;0;;1590428267
Supphy#0001;;593108306139152401;;0;;1581010383
Umutxsadâƒ¤ Tatilde ğŸ¤ª#1337;;593167215835086868;;0;;1594719913
"$"#1111;;595002206290313219;;0;;1586272775
Lakeith#1957;;597497419097309224;;0;;1598639172
SkiloZ#0212;;598144142177992705;;0;;1595950265
ProNoob#0277;;598920304185573379;;1;;1581267349
KayZer#8959;;599330622670110730;;0;;1597580059
'NosieÅ#1000;;599337378053881876;;0;;1593163636
GODdevta gaming#9533;;600325602880520193;;0;;1592503226
Veheasu#0001;;600356636330033152;;0;;1591370848
!                ã€Œğ’ğ”ğ’ğ‡Î›ğğ“â•®á´¼á´¾éğ™”ğ™ä¹‚#6666;;600633653915025408;;0;;1592388759
0_0#6666;;603948445362946084;;0;;1582226657
deepo#0001;;606498579938410497;;0;;1590086740
Hardeez#9999;;611681192109932554;;0;;1590086843
Dylann#0002;;612356688376365056;;0;;1590437005
Warrior#8821;;612722236239118387;;1;;1592572871
Hxrror#0001;;614607891701170206;;0;;1586282483
ğ˜¼ğ™¯ğ™©ğ™¨ğ™®. ğ•‚ ğŸ”±#5427;;614825448957804544;;0;;1595407795
Ispringrolls#5823;;617799501226180619;;1;;1593762597
Marvin K#8042;;618143248027746323;;1;;1594994078
Ğ”Ğ°ĞºĞ¸Ğ…Ñ…Ğ°Ğ° ğŸ’¸#1235;;619971762217680908;;0;;1584530373
Ride#1234;;620896234550460428;;0;;1583139199
Triple#9217;;622803255088513044;;0;;1587671058
Divyanshu kingğŸ‘‘#0001;;623096574620467200;;0;;1610123903
â€¢ Zerok â€¢ â˜”#6969;;624984343479320592;;0;;1586507833
Floser#8315;;625103007205425172;;0;;1586272343
6okolad#9999;;625432332299665446;;1;;1598369850
$$ " Ï¿mbre.#9999;;628291346079285270;;0;;1587670681
HOaaalll#4327;;629027873814085653;;0;;1580926461
Speshy âœ¯#1996;;629955393417904158;;0;;1597406856
winter#0009;;630071260755525657;;0;;1593088772
Frade#8077;;631991744526811157;;0;;1583774835
Eclipse!#0001;;632226953797304330;;1;;1595773408
water#7544;;632836048531095582;;0;;1586281579
âƒ Kiddu#1826;;633046174290411530;;0;;1597520678
Aspirin#6969;;633156322799386625;;0;;1593090959
nokia arabe#3355;;633254717719445514;;0;;1595084730
AliBubağŸŒ™#0666;;634845500172140560;;0;;1585677378
< - Yuko#0001;;636268400934518794;;0;;1597649491
Rainbow#3322;;638521285999329313;;0;;1586509642
...ğŸŒ™#0507;;638827619885907979;;1;;1582277879
ğ“šğ“ªğ“¶ğ“ºğ“¾ğ“²#5837;;639230503068631070;;0;;1592034360
! Tobi ğŸŒ™#8943;;641334131560546340;;0;;1593093417
Raedlu#7269;;642089500616687629;;0;;1594990754
Glyph#0560;;642421004777422850;;0;;1585938024
Stars#5682;;643041322147774484;;0;;1586509306
hawbz ãƒ„#0001;;643940178997805125;;0;;1582442914
Mattery#0099;;644322408630714388;;0;;1593008121
'MÆ›ÆŠÆŠYy â›„#2385;;644486492013592586;;0;;1592388759
$nydee#4700;;644627713528954910;;0;;1585932968
sater#6426;;644837479786086435;;0;;1592469346
DarkBoy#6666;;644852897439547402;;1;;1582279584
DarkFlame#3293;;646090589623943179;;0;;1590428203
lyrex ã…¿#6359;;646748867831791637;;0;;1583774779
iCaribbeanPilot58#2623;;647064777377447937;;0;;1581017602
!  ğ… ğ˜€ğ—¼ğ—°ğ—¶ğ—²ğ˜ğ˜†#6193;;647828412848668672;;0;;1592389267
! Silin PlayZ#8451;;649703170422997023;;1;;1590346382
! Alina#1370;;649728987123286020;;0;;1583685606
BlackGamerğŸ’¸#7773;;650648512790396928;;0;;1581010050
â™”KÌ·Î£nzo MTG#1654;;651099653332533269;;0;;1593419671
''Xen ğŸ­#9999;;651479805107109915;;0;;1586500614
"Bands#6791;;651562836543143974;;0;;1586276040
AliBubağŸŒ™#1001;;651594132011089921;;0;;1585676662
B0NNY#3487;;651775009986969611;;0;;1586282691
sadsunlly#0777;;651797902242480168;;0;;1586510321
ğ”½ğ• ğ•£ğ•¥ğ•Šğ•¥ğ•¦ğ•—ğ•—â¤ï¸ğŸŒ²â¤ï¸#5126;;652242871650615315;;1;;1579802259
â€¢ â€¢ â€¢#0007;;652667824321462272;;0;;1585503492
GhostHunter#0001;;653239956864761885;;0;;1583685776
Nexus SS management team#3551;;654149406831935501;;0;;1590089150
! Atom#0860;;654341759119392778;;0;;1591369294
IncentiveZ#0001;;655511383810506752;;1;;1584788755
Joker6791#3393;;655855903492407301;;0;;1592507747
Frxstii#0666;;656200663050747918;;0;;1586275979
!                       `Velox.#0999;;656218697853173800;;0;;1586807721
Ali Hawaii.#0880;;657306968607686661;;0;;1592385413
ğ™‡ğ™ªğ™˜ğ™ğ™›ğ™šğ™§#3697;;657338618259570713;;0;;1590346138
Thomas32#2133;;658361775304998953;;0;;1592570879
dave.#9999;;658411541619540028;;1;;1594994124
!weirdboy#0069;;658513249586774016;;1;;1581592449
bricktimes#5551;;659079014123569172;;0;;1595408140
